All Transactions Activity Types

Account Activity for Individual Brokerage -4702 from 2024-07-17 to 2026-07-17

Total:,-1815.91

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
10/31/25,10/31/25,11/03/25,Sold To Close,CALL QUBT   10/31/25    17.000,QUBT,--,-1.0,0.02,1.48,0.52,--,--
10/31/25,10/31/25,11/03/25,Sold Short,CALL META   11/07/25   660.000,META,--,-1.0,9.4,939.48,0.52,--,--
10/31/25,10/31/25,11/03/25,Sold To Close,CALL COST   10/31/25   937.500,COST,--,-2.0,0.02,2.96,1.03,--,--
10/31/25,10/31/25,11/03/25,Bought To Cover,CALL META   10/31/25   675.000,META,--,1.0,0.02,-2.02,0.02,--,--
10/31/25,10/31/25,11/03/25,Bought To Open,CALL META   11/07/25   655.000,META,--,1.0,11.37,-1137.52,0.52,--,--
10/31/25,10/31/25,11/03/25,Sold To Close,CALL META   10/31/25   670.000,META,--,-1.0,0.04,3.48,0.52,--,--
10/31/25,10/31/25,11/03/25,Bought To Cover,CALL COST   10/31/25   932.500,COST,--,2.0,0.04,-8.03,0.03,--,--
10/30/25,10/30/25,10/31/25,Sold Short,CALL META   10/31/25   675.000,META,--,-1.0,8.59,858.48,0.52,--,--
10/30/25,10/30/25,10/31/25,Bought To Open,CALL META   10/31/25   670.000,META,--,1.0,11.29,-1129.52,0.52,--,--
10/30/25,10/30/25,10/31/25,Bought To Open,PUT  SPOT   10/31/25   635.000,SPOT,--,1.0,0.27,-27.52,0.52,--,--
10/30/25,10/30/25,10/31/25,Sold Short,PUT  SPOT   10/31/25   640.000,SPOT,--,-1.0,0.68,67.48,0.52,--,--
10/30/25,10/30/25,10/31/25,Bought To Open,CALL SPOT   10/31/25   677.500,SPOT,--,1.0,3.36,-336.52,0.52,--,--
10/30/25,10/30/25,10/31/25,Sold Short,CALL SPOT   10/31/25   672.500,SPOT,--,-1.0,5.0,499.48,0.52,--,--
10/29/25,10/29/25,10/30/25,Bought To Open,PUT  ULTA   10/31/25   502.500,ULTA,--,1.0,2.95,-295.52,0.52,--,--
10/29/25,10/29/25,10/30/25,Bought To Open,CALL ULTA   10/31/25   540.000,ULTA,--,1.0,0.71,-71.52,0.52,--,--
10/29/25,10/29/25,10/30/25,Sold Short,PUT  ULTA   10/31/25   507.500,ULTA,--,-1.0,4.79,478.48,0.52,--,--
10/29/25,10/29/25,10/30/25,Sold Short,CALL ULTA   10/31/25   535.000,ULTA,--,-1.0,0.97,96.48,0.52,--,--
10/29/25,10/29/25,10/30/25,Bought To Open,CALL ULTA   10/31/25   542.500,ULTA,--,1.0,0.7,-70.52,0.52,--,--
10/29/25,10/29/25,10/30/25,Sold Short,PUT  ULTA   10/31/25   507.500,ULTA,--,-1.0,4.91,490.48,0.52,--,--
10/29/25,10/29/25,10/30/25,Bought To Open,PUT  ULTA   10/31/25   502.500,ULTA,--,1.0,2.89,-289.52,0.52,--,--
10/29/25,10/29/25,10/30/25,Sold Short,CALL ULTA   10/31/25   537.500,ULTA,--,-1.0,0.78,77.48,0.52,--,--
10/29/25,10/29/25,10/30/25,Sold Short,CALL SOFI   11/21/25    35.000,SOFI,--,-1.0,1.02,101.48,0.52,--,--
10/29/25,10/29/25,10/30/25,Bought To Open,CALL CLOV   10/31/25     3.000,CLOV,--,1.0,0.7,-70.52,0.52,--,--
10/28/25,10/28/25,10/29/25,Bought To Open,CALL NOK    12/19/25     9.000,NOK,--,1.0,0.75,-75.52,0.52,--,--
10/27/25,10/27/25,10/24/25,Option Expired,PUT  SPOT   10/24/25   640.000,SPOT,--,-1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,CALL ULTA   10/24/25   550.000,ULTA,--,-1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,PUT  ULTA   10/24/25   515.000,ULTA,--,1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,CALL SPOT   10/24/25   710.000,SPOT,--,-1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,CALL ULTA   10/24/25   545.000,ULTA,--,1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,CALL SPOT   10/24/25   705.000,SPOT,--,1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,PUT  ULTA   10/24/25   510.000,ULTA,--,-1.0,,0.0,0.0,--,--
10/27/25,10/27/25,10/24/25,Option Expired,PUT  SPOT   10/24/25   645.000,SPOT,--,1.0,,0.0,0.0,--,--
10/24/25,10/24/25,10/27/25,Sold Short,CALL COST   10/31/25   932.500,COST,--,-2.0,9.03,1804.96,1.03,--,--
10/24/25,10/24/25,10/27/25,Bought To Cover,CALL COST   10/24/25   930.000,COST,--,2.0,1.97,-395.03,1.03,--,--
10/24/25,10/24/25,10/27/25,Sold To Close,CALL COST   10/24/25   935.000,COST,--,-2.0,0.11,20.96,1.03,--,--
10/24/25,10/24/25,10/27/25,Bought To Open,CALL COST   10/31/25   937.500,COST,--,2.0,6.77,-1355.03,1.03,--,--
10/23/25,10/23/25,10/24/25,Bought To Open,PUT  RIOT   01/16/26    12.000,RIOT,--,1.0,0.46,-46.52,0.52,--,--
10/23/25,10/23/25,10/24/25,Sold Short,CALL TSLA   11/21/25   425.000,TSLA,--,-1.0,19.88,1987.48,0.52,--,--
10/23/25,10/23/25,10/24/25,Bought To Open,PUT  TSLA   11/21/25   370.000,TSLA,--,1.0,6.84,-684.52,0.52,--,--
10/23/25,10/23/25,10/24/25,Bought To Open,CALL TSLA   11/21/25   430.000,TSLA,--,1.0,17.89,-1789.52,0.52,--,--
10/23/25,10/23/25,10/24/25,Sold Short,PUT  TSLA   11/21/25   375.000,TSLA,--,-1.0,7.95,794.48,0.52,--,--
10/23/25,10/23/25,10/22/25,Option Expired,CALL SPY    10/22/25   678.000,SPY,--,-2.0,,0.0,0.0,--,--
10/22/25,10/22/25,10/23/25,Bought To Cover,PUT  SPY    10/22/25   666.000,SPY,--,2.0,0.47,-95.03,1.03,--,--
10/22/25,10/22/25,10/23/25,Sold To Close,PUT  SPY    10/22/25   664.000,SPY,--,-2.0,0.13,24.96,1.03,--,--
10/22/25,10/22/25,10/23/25,Bought To Cover,CALL SPY    10/22/25   676.000,SPY,--,2.0,0.01,-2.03,0.03,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL QUBT   10/31/25    17.000,QUBT,--,1.0,0.4,-40.52,0.52,--,--
10/22/25,10/22/25,10/23/25,Sold Short,PUT  SPY    10/22/25   666.000,SPY,--,-2.0,1.12,222.96,1.03,--,--
10/22/25,10/22/25,10/23/25,Sold Short,CALL SPY    10/22/25   676.000,SPY,--,-2.0,0.01,0.96,1.03,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,PUT  SPY    10/22/25   664.000,SPY,--,2.0,0.57,-115.03,1.03,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL SPY    10/22/25   678.000,SPY,--,2.0,0.01,-3.03,1.03,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL RANI   12/19/25     7.500,RANI,--,1.0,0.15,-15.52,0.52,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,PUT  ULTA   10/24/25   510.000,ULTA,--,1.0,4.27,-427.52,0.52,--,--
10/22/25,10/22/25,10/23/25,Sold Short,CALL ULTA   10/24/25   545.000,ULTA,--,-1.0,0.97,96.48,0.52,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL ULTA   10/24/25   550.000,ULTA,--,1.0,0.55,-55.52,0.52,--,--
10/22/25,10/22/25,10/23/25,Sold Short,PUT  ULTA   10/24/25   515.000,ULTA,--,-1.0,5.95,594.48,0.52,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL VERI   05/15/26    12.500,VERI,--,1.0,1.05,-105.52,0.52,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL RANI   12/19/25     2.500,RANI,--,1.0,0.9,-90.52,0.52,--,--
10/22/25,10/22/25,10/23/25,Bought To Open,CALL RANI   01/16/26     2.500,RANI,--,1.0,0.95,-95.52,0.52,--,--
10/21/25,10/21/25,10/22/25,Bought To Open,CALL RZLV   05/15/26    10.000,RZLV,--,1.0,1.1,-110.52,0.52,--,--
10/21/25,10/21/25,10/22/25,Sold Short,CALL SPOT   10/24/25   705.000,SPOT,--,-1.0,7.67,766.48,0.52,--,--
10/21/25,10/21/25,10/22/25,Bought To Open,CALL SPOT   10/24/25   710.000,SPOT,--,1.0,6.06,-606.52,0.52,--,--
10/21/25,10/21/25,10/22/25,Sold Short,PUT  SPOT   10/24/25   645.000,SPOT,--,-1.0,1.33,132.48,0.52,--,--
10/21/25,10/21/25,10/22/25,Bought To Open,PUT  SPOT   10/24/25   640.000,SPOT,--,1.0,0.84,-84.52,0.52,--,--
10/20/25,10/20/25,10/17/25,Option Expired,CALL SPOT   10/17/25   690.000,SPOT,--,-1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,CALL SQNS1  10/17/25     4.000,SQNS,--,-5.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,PUT  SPOT   10/17/25   650.000,SPOT,--,1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,PUT  SPOT   10/17/25   645.000,SPOT,--,-1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,CALL SPOT   10/17/25   685.000,SPOT,--,1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,PUT  SOFI   10/17/25    17.000,SOFI,--,-1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,CALL SOFI   10/17/25    30.000,SOFI,--,1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,CALL AMD    10/17/25   250.000,AMD,--,-1.0,,0.0,0.0,--,--
10/20/25,10/20/25,10/17/25,Option Expired,PUT  RGTI   10/17/25    17.000,RGTI,--,-1.0,,0.0,0.0,--,--
10/16/25,10/16/25,10/17/25,Sold Short,PUT  SPOT   10/17/25   650.000,SPOT,--,-1.0,1.79,178.48,0.52,--,--
10/16/25,10/16/25,10/17/25,Bought To Open,CALL SPOT   10/17/25   690.000,SPOT,--,1.0,1.11,-111.52,0.52,--,--
10/16/25,10/16/25,10/17/25,Bought To Open,PUT  SPOT   10/17/25   645.000,SPOT,--,1.0,1.41,-141.52,0.52,--,--
10/16/25,10/16/25,10/17/25,Sold Short,CALL SPOT   10/17/25   685.000,SPOT,--,-1.0,2.13,212.48,0.52,--,--
10/16/25,10/16/25,10/17/25,Bought To Open,CALL COST   10/24/25   935.000,COST,--,2.0,10.76,-2153.03,1.03,--,--
10/16/25,10/16/25,10/17/25,Bought To Cover,CALL COST   10/17/25   927.500,COST,--,2.0,7.24,-1449.03,1.03,--,--
10/16/25,10/16/25,10/17/25,Sold To Close,CALL COST   10/17/25   932.500,COST,--,-2.0,4.74,946.96,1.03,--,--
10/16/25,10/16/25,10/17/25,Sold Short,CALL COST   10/24/25   930.000,COST,--,-2.0,13.16,2630.96,1.03,--,--
10/13/25,10/13/25,10/14/25,Bought To Open,CALL AMD    10/17/25   250.000,AMD,--,1.0,0.55,-55.52,0.52,--,--
10/13/25,10/13/25,10/10/25,Option Expired,PUT  COST   10/10/25   885.000,COST,--,1.0,,0.0,0.0,--,--
10/13/25,10/13/25,10/10/25,Option Expired,PUT  COST   10/10/25   880.000,COST,--,-1.0,,0.0,0.0,--,--
10/13/25,10/13/25,10/10/25,Option Expired,PUT  COST   10/10/25   895.000,COST,--,-1.0,,0.0,0.0,--,--
10/13/25,10/13/25,10/10/25,Option Expired,PUT  COST   10/10/25   900.000,COST,--,1.0,,0.0,0.0,--,--
10/10/25,10/10/25,10/14/25,Bought To Cover,CALL COST   10/10/25   927.500,COST,--,2.0,6.97,-1395.03,1.03,--,--
10/10/25,10/10/25,10/14/25,Sold To Close,CALL COST   10/10/25   932.500,COST,--,-2.0,1.61,320.96,1.03,--,--
10/10/25,10/10/25,10/14/25,Sold Short,CALL COST   10/17/25   927.500,COST,--,-2.0,14.9,2978.96,1.03,--,--
10/10/25,10/10/25,10/14/25,Bought To Open,CALL COST   10/17/25   932.500,COST,--,2.0,11.14,-2229.03,1.03,--,--
10/10/25,10/10/25,10/14/25,Sold,BIT DIGITAL INC UNSOLICITED TRADE,BTBT,--,-100.0,3.95,394.98,0.0,--,--
10/10/25,10/10/25,10/14/25,Bought,BITFARMS LTD UNSOLICITED TRADE,BITF,--,100.0,4.55,-455.0,0.0,--,--
10/10/25,10/10/25,10/14/25,Bought To Open,CALL BITF   01/15/27     7.000,BITF,--,1.0,2.45,-245.52,0.52,--,--
10/09/25,10/09/25,10/10/25,Bought To Cover,CALL RGTI   01/15/27    47.000,RGTI,--,1.0,23.0,-2300.52,0.52,--,--
10/09/25,10/09/25,10/10/25,Sold Short,CALL RGTI   01/21/28    65.000,RGTI,--,-1.0,23.6,2359.48,0.52,--,--
10/09/25,10/09/25,10/10/25,Sold,JOBY AVIATION INC UNSOLICITED TRADE,JOBY,--,-20.0,17.15,343.0,0.0,--,--
10/09/25,10/09/25,10/10/25,Bought To Open,PUT  COST   10/10/25   880.000,COST,--,1.0,0.1,-10.52,0.52,--,--
10/09/25,10/09/25,10/10/25,Sold Short,CALL COST   10/10/25   927.500,COST,--,-1.0,7.98,797.48,0.52,--,--
10/09/25,10/09/25,10/10/25,Sold Short,PUT  COST   10/10/25   885.000,COST,--,-1.0,0.75,74.48,0.52,--,--
10/09/25,10/09/25,10/10/25,Sold Short,PUT  COST   10/10/25   900.000,COST,--,-1.0,0.26,25.48,0.52,--,--
10/09/25,10/09/25,10/10/25,Bought To Open,PUT  COST   10/10/25   895.000,COST,--,1.0,0.28,-28.52,0.52,--,--
10/09/25,10/09/25,10/10/25,Bought To Open,CALL COST   10/10/25   932.500,COST,--,1.0,6.53,-653.52,0.52,--,--
10/09/25,10/09/25,10/10/25,Sold Short,CALL COST   10/10/25   927.500,COST,--,-1.0,7.35,734.48,0.52,--,--
10/09/25,10/09/25,10/10/25,Bought To Open,CALL COST   10/10/25   932.500,COST,--,1.0,5.23,-523.52,0.52,--,--
10/08/25,10/08/25,10/09/25,Sold,ARCHER AVIATION INC CL A UNSOLICITED TRADE,ACHR,--,-100.0,11.45,1144.98,0.0,--,--
10/07/25,10/07/25,10/08/25,Sold Short,CALL RGTI   01/15/27    47.000,RGTI,--,-1.0,20.09,2008.48,0.52,--,--
10/07/25,10/07/25,10/08/25,Bought To Cover,CALL RGTI   10/17/25    24.000,RGTI,--,1.0,20.32,-2032.52,0.52,--,--
10/06/25,10/06/25,10/03/25,Option Expired,PUT  SPOT   10/03/25   675.000,SPOT,--,-1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,CALL SPOT   10/03/25   735.000,SPOT,--,1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,CALL SPOT   10/03/25   740.000,SPOT,--,-1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,CALL SPOT   10/03/25   722.500,SPOT,--,1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,CALL ULTA   10/03/25   560.000,ULTA,--,1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,PUT  ULTA   10/03/25   525.000,ULTA,--,-1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,PUT  ULTA   10/03/25   530.000,ULTA,--,1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,PUT  SPOT   10/03/25   672.500,SPOT,--,1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,PUT  SPOT   10/03/25   680.000,SPOT,--,1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,PUT  SPOT   10/03/25   667.500,SPOT,--,-1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,CALL ULTA   10/03/25   565.000,ULTA,--,-1.0,,0.0,0.0,--,--
10/06/25,10/06/25,10/03/25,Option Expired,CALL SPOT   10/03/25   727.500,SPOT,--,-1.0,,0.0,0.0,--,--
10/02/25,10/02/25,10/02/25,Dividend,NVIDIA CORPORATION DIVIDEND REINVESTMENT,NVDA,--,0.001,186.659,-0.15,0.0,--,--
10/02/25,10/02/25,10/02/25,Qualified Dividend,NVIDIA CORPORATION REC 10/02/25 PAY 10/02/25 RATE 0.00000000 QTY 0.00000000,NVDA,--,,,0.15,0.0,--,--
10/01/25,10/01/25,10/02/25,Sold Short,CALL ULTA   10/03/25   560.000,ULTA,--,-1.0,4.34,433.48,0.52,--,--
10/01/25,10/01/25,10/02/25,Sold Short,PUT  ULTA   10/03/25   530.000,ULTA,--,-1.0,0.35,34.48,0.52,--,--
10/01/25,10/01/25,10/02/25,Bought To Open,PUT  ULTA   10/03/25   525.000,ULTA,--,1.0,0.35,-35.52,0.52,--,--
10/01/25,10/01/25,10/02/25,Bought To Open,CALL ULTA   10/03/25   565.000,ULTA,--,1.0,2.29,-229.52,0.52,--,--
09/30/25,09/30/25,09/30/25,Margin Interest,Thru 09/30/25 for 30 days,--,--,,,-70.4,0.0,--,--
09/30/25,09/30/25,10/01/25,Sold Short,PUT  SPOT   10/03/25   680.000,SPOT,--,-1.0,11.67,1166.48,0.52,--,--
09/30/25,09/30/25,10/01/25,Bought To Open,PUT  SPOT   10/03/25   675.000,SPOT,--,1.0,9.13,-913.52,0.52,--,--
09/30/25,09/30/25,10/01/25,Sold Short,CALL SPOT   10/03/25   735.000,SPOT,--,-1.0,0.73,72.48,0.52,--,--
09/30/25,09/30/25,10/01/25,Sold Short,CALL SPOT   10/03/25   722.500,SPOT,--,-1.0,1.49,148.48,0.52,--,--
09/30/25,09/30/25,10/01/25,Bought To Open,PUT  SPOT   10/03/25   667.500,SPOT,--,1.0,6.26,-626.52,0.52,--,--
09/30/25,09/30/25,10/01/25,Bought To Open,CALL SPOT   10/03/25   740.000,SPOT,--,1.0,0.77,-77.52,0.52,--,--
09/30/25,09/30/25,10/01/25,Sold Short,PUT  SPOT   10/03/25   672.500,SPOT,--,-1.0,8.01,800.48,0.52,--,--
09/30/25,09/30/25,10/01/25,Bought To Open,CALL SPOT   10/03/25   727.500,SPOT,--,1.0,1.14,-114.52,0.52,--,--
09/29/25,09/29/25,09/26/25,Option Expired,PUT  SPOT   09/26/25   700.000,SPOT,--,-1.0,,0.0,0.0,--,--
09/29/25,09/29/25,09/26/25,Option Expired,PUT  SPOT   09/26/25   705.000,SPOT,--,1.0,,0.0,0.0,--,--
09/29/25,09/29/25,09/26/25,Option Expired,CALL SPOT   09/26/25   770.000,SPOT,--,-1.0,,0.0,0.0,--,--
09/29/25,09/29/25,09/26/25,Option Expired,CALL SPOT   09/26/25   765.000,SPOT,--,1.0,,0.0,0.0,--,--
09/24/25,09/24/25,09/25/25,Sold Short,CALL SPOT   09/26/25   765.000,SPOT,--,-1.0,0.78,77.48,0.52,--,--
09/24/25,09/24/25,09/25/25,Sold Short,PUT  SPOT   09/26/25   705.000,SPOT,--,-1.0,8.55,854.48,0.52,--,--
09/24/25,09/24/25,09/25/25,Bought To Open,PUT  SPOT   09/26/25   700.000,SPOT,--,1.0,6.68,-668.52,0.52,--,--
09/24/25,09/24/25,09/25/25,Bought To Open,CALL SPOT   09/26/25   770.000,SPOT,--,1.0,0.55,-55.52,0.52,--,--
09/22/25,09/22/25,09/19/25,Option Expired,CALL VRAR   09/19/25     3.000,VRAR,--,-1.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Expired,CALL UP     09/19/25     2.500,UP,--,-2.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Expired,CALL NFLX   09/19/25  1250.000,NFLX,--,1.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Assigned,CALL PLUG   09/19/25     2.000,PLUG,--,3.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Expired,CALL NFLX   09/19/25  1240.000,NFLX,--,-1.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Exercised,PUT  OKE    09/19/25    75.000,OKE,--,-1.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Expired,CALL NVTS   09/19/25     8.000,NVTS,--,-1.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/19/25,Option Expired,CALL WU     09/19/25    10.000,WU,--,-2.0,,0.0,0.0,--,--
09/22/25,09/22/25,09/22/25,Sold,ONEOK INC,OKE,--,-100.0,75.0,7499.98,0.0,--,--
09/22/25,09/22/25,09/22/25,Sold,PLUG POWER INC,PLUG,--,-300.0,2.0,599.95,0.0,--,--
09/19/25,09/19/25,09/22/25,Sold To Close,CALL GOSS   09/19/25     2.000,GOSS,--,-2.0,0.95,188.96,1.03,--,--
09/19/25,09/19/25,09/22/25,Sold,SNOWFLAKE INC CL A UNSOLICITED TRADE,SNOW,--,-100.0,229.61,22960.99,0.0,--,--
09/19/25,09/19/25,09/22/25,Bought To Cover,CALL SNOW   09/19/25   235.000,SNOW,--,1.0,0.1,-10.02,0.02,--,--
09/19/25,09/19/25,09/22/25,Bought To Cover,CALL COST   09/19/25  1000.000,COST,--,2.0,0.03,-6.03,0.03,--,--
09/19/25,09/19/25,09/22/25,Sold To Close,CALL COST   09/19/25  1005.000,COST,--,-2.0,0.02,2.96,1.03,--,--
09/19/25,09/19/25,09/22/25,Bought To Cover,PUT  COST   09/19/25   940.000,COST,--,2.0,0.38,-77.03,1.03,--,--
09/19/25,09/19/25,09/22/25,Sold To Close,PUT  COST   09/19/25   935.000,COST,--,-2.0,0.14,26.96,1.03,--,--
09/19/25,09/19/25,09/22/25,Sold To Close,CALL SNOW   09/19/25   240.000,SNOW,--,-1.0,0.03,2.48,0.52,--,--
09/19/25,09/19/25,09/22/25,Sold To Close,PUT  SNOW   09/19/25   230.000,SNOW,--,-1.0,5.44,543.48,0.52,--,--
09/19/25,09/19/25,09/18/25,Option Assigned,PUT  OKE    09/19/25    80.000,OKE,--,1.0,,0.0,0.0,--,--
09/19/25,09/19/25,09/19/25,Bought,SNOWFLAKE INC CL A,SNOW,--,100.0,235.0,-23500.0,0.0,--,--
09/19/25,09/19/25,09/18/25,Option Assigned,PUT  SNOW   09/19/25   235.000,SNOW,--,1.0,,0.0,0.0,--,--
09/19/25,09/19/25,09/19/25,Bought,ONEOK INC,OKE,--,100.0,80.0,-8000.0,0.0,--,--
09/18/25,09/18/25,09/19/25,Bought To Cover,CALL RGTI   09/19/25    22.000,RGTI,--,1.0,2.59,-259.52,0.52,--,--
09/18/25,09/18/25,09/19/25,Sold Short,CALL RGTI   10/17/25    24.000,RGTI,--,-1.0,3.28,327.48,0.52,--,--
09/18/25,09/18/25,09/19/25,Sold To Close,PUT  RGTI   09/19/25    16.000,RGTI,--,-1.0,0.01,0.48,0.52,--,--
09/18/25,09/18/25,09/19/25,Bought To Open,PUT  RGTI   10/17/25    17.000,RGTI,--,1.0,0.4,-40.52,0.52,--,--
09/11/25,09/11/25,09/11/25,Dividend,MICROSOFT CORP DIVIDEND REINVESTMENT,MSFT,--,0.005,501.842,-2.53,0.0,--,--
09/11/25,09/11/25,09/11/25,Qualified Dividend,MICROSOFT CORP REC 09/11/25 PAY 09/11/25 RATE 0.00000000 QTY 0.00000000,MSFT,--,,,2.53,0.0,--,--
09/08/25,09/08/25,09/05/25,Option Expired,PUT  SPOT   09/05/25   680.000,SPOT,--,-1.0,,0.0,0.0,--,--
09/08/25,09/08/25,09/05/25,Option Expired,CALL CRM    09/05/25   265.000,CRM,--,1.0,,0.0,0.0,--,--
09/08/25,09/08/25,09/05/25,Option Expired,CALL CRM    09/05/25   260.000,CRM,--,-1.0,,0.0,0.0,--,--
09/08/25,09/08/25,09/05/25,Option Expired,PUT  SPOT   09/05/25   682.500,SPOT,--,1.0,,0.0,0.0,--,--
09/05/25,09/05/25,09/08/25,Sold To Close,CALL SPOT   09/05/25   712.500,SPOT,--,-1.0,1.5,149.48,0.52,--,--
09/05/25,09/05/25,09/08/25,Bought To Cover,CALL SPOT   09/05/25   710.000,SPOT,--,1.0,2.7,-270.52,0.52,--,--
09/04/25,09/04/25,09/05/25,Bought To Open,CALL SPOT   09/05/25   712.500,SPOT,--,1.0,3.92,-392.52,0.52,--,--
09/04/25,09/04/25,09/05/25,Sold Short,CALL SPOT   09/05/25   710.000,SPOT,--,-1.0,4.87,486.48,0.52,--,--
09/04/25,09/04/25,09/05/25,Bought To Open,PUT  SPOT   09/05/25   680.000,SPOT,--,1.0,0.48,-48.52,0.52,--,--
09/04/25,09/04/25,09/05/25,Sold Short,PUT  SPOT   09/05/25   682.500,SPOT,--,-1.0,0.63,62.48,0.52,--,--
09/04/25,09/04/25,09/05/25,Bought To Cover,PUT  OPEN   10/17/25     3.500,OPEN,--,1.0,0.25,-25.52,0.52,--,--
09/04/25,09/04/25,09/05/25,Sold To Close,CALL CLOV   01/16/26     2.500,CLOV,--,-2.0,0.6,118.96,1.03,--,--
09/03/25,09/03/25,09/04/25,Bought To Open,CALL CRM    09/05/25   260.000,CRM,--,1.0,7.02,-702.52,0.52,--,--
09/03/25,09/03/25,09/04/25,Sold Short,CALL CRM    09/05/25   265.000,CRM,--,-1.0,5.32,531.48,0.52,--,--
09/02/25,09/02/25,09/03/25,Sold Short,CALL NFLX   09/19/25  1250.000,NFLX,--,-1.0,12.73,1272.48,0.52,--,--
09/02/25,09/02/25,09/03/25,Bought To Open,CALL NFLX   09/19/25  1240.000,NFLX,--,1.0,15.93,-1593.52,0.52,--,--
09/02/25,09/02/25,09/03/25,Bought To Cover,CALL NFLX   09/19/25  1250.000,NFLX,--,1.0,8.27,-827.52,0.52,--,--
09/02/25,09/02/25,09/03/25,Sold To Close,CALL NFLX   09/19/25  1240.000,NFLX,--,-1.0,10.27,1026.48,0.52,--,--
09/02/25,09/02/25,09/03/25,Sold Short,CALL NFLX   09/19/25  1250.000,NFLX,--,-1.0,9.33,932.48,0.52,--,--
09/02/25,09/02/25,09/03/25,Bought To Open,CALL NFLX   09/19/25  1240.000,NFLX,--,1.0,11.53,-1153.52,0.52,--,--
09/02/25,09/02/25,08/29/25,Option Expired,PUT  SPOT   08/29/25   665.000,SPOT,--,-1.0,,0.0,0.0,--,--
09/02/25,09/02/25,08/29/25,Option Expired,PUT  COIN   08/29/25   295.000,COIN,--,-1.0,,0.0,0.0,--,--
09/02/25,09/02/25,08/29/25,Option Expired,CALL SPOT   08/29/25   700.000,SPOT,--,-1.0,,0.0,0.0,--,--
09/02/25,09/02/25,08/29/25,Option Expired,PUT  COIN   08/29/25   300.000,COIN,--,1.0,,0.0,0.0,--,--
09/02/25,09/02/25,08/29/25,Option Expired,PUT  SPOT   08/29/25   670.000,SPOT,--,1.0,,0.0,0.0,--,--
09/02/25,09/02/25,08/29/25,Option Expired,CALL SPOT   08/29/25   695.000,SPOT,--,1.0,,0.0,0.0,--,--
08/29/25,08/29/25,08/29/25,Margin Interest,Thru 08/31/25 for 31 days,--,--,,,-53.69,0.0,--,--
08/28/25,08/28/25,08/29/25,Sold Short,PUT  SPOT   08/29/25   670.000,SPOT,--,-1.0,1.19,118.48,0.52,--,--
08/28/25,08/28/25,08/29/25,Bought To Open,CALL SPOT   08/29/25   700.000,SPOT,--,1.0,1.09,-109.52,0.52,--,--
08/28/25,08/28/25,08/29/25,Bought To Open,PUT  SPOT   08/29/25   665.000,SPOT,--,1.0,0.65,-65.52,0.52,--,--
